Rank	Frequency	UUID	Row Text
971	3	1927-9e8e-915b-3da1	to be good for means to have a positive impact on
972	3	85c8-f683-bc89-7bc5	drying means amount of water ; amount of liquid ; wetness decreases
973	3	964f-3c67-13dd-a443	a turtle is a kind of animal
974	3	27ab-3140-60ab-8b03	humans move waste to a landfill for disposal ; storage
975	3	d4b3-702a-31e7-3f17	hitting an object causes the particles in that object to vibrate
976	3	9758-674d-e771-6866	surroundings means environment
977	3	663d-a91d-53d8-5625	to be used for is similar to allowing
978	3	ae9d-5e74-afa3-d031	boiling is when liquids are heated above their boiling point
979	2	d916-5924-be80-0d88	the cell nucleus controls many of the functions of the cell
980	2	6195-e804-0ead-efb6	the Moon completes a lunar cycle over a period of 29 days
981	2	39ca-a831-8d1a-babd	sight is a kind of sense
982	2	4b1a-b0f4-764e-a79c	daylight hours means time during which there is daylight
983	2	2cbd-efbb-f60c-be22	a canyon is a very deep valley
984	2	105a-5720-e63b-0413	if a plant is planted ; growing somewhere then that plant is located there
985	2	3085-e55b-e7a8-fd70	a new season occurs four times per year
986	2	c41d-9ce9-3d44-e24a	conductivity is a kind of physical property
987	2	393b-f9b6-0519-c483	An example of conservation is avoiding waste
988	2	e060-5559-9564-4cf4	mammals birth ; give birth to live young
989	2	4aa8-45fb-6589-f574	a car engine is a source of heat
990	2	7f54-4f3b-f1fc-91aa	a warm environment usually has more food than a cold environment
991	2	ddd5-9774-f7cb-82f6	being exposed to wind ; water ; animals ; heat can cause erosion of soil ; of rocks
992	2	a93c-2971-18d2-ebed	an arm is a kind of limb
993	2	aadb-cb93-3373-eefa	a cactus is a kind of plant
994	2	2fa6-223b-ad1e-c3a8	a star is usually larger than a planet
995	2	4664-31ab-6299-53d0	an insect has six legs
996	2	2c17-469f-2296-dbee	a seed is a kind of young plant
997	2	eb36-f98b-9b4f-d15e	a single-cell organism cannot specialize
998	2	c354-c737-b73a-6024	to belong to a group means to be classified in that group
999	2	8b0a-659e-85fd-42ce	wood has a smooth surface
1000	2	5364-1d90-a262-32e7	variability of shape ; variability of volume is a property of matter and includes values of variable ; definite
1001	2	56be-ce78-ec19-1c61	to watch means to look at
1002	2	75e2-b653-053f-5e09	binoculars are used for observing distant objects
1003	2	eaad-89d5-b78f-cf5a	combustion is a kind of chemical change
1004	2	1177-e0d7-4358-0204	wasp 's stinger contains poison
1005	2	9ed5-f4a8-9357-2763	white fur is white in color
1006	2	6baa-61fa-ccac-43d0	pollinator means pollinating animal
1007	2	6ca2-a861-50cb-b02f	if a human discards an object then that object will become waste
1008	2	20a3-dcb5-8ce4-ae5c	predators ; carnivores ; omnivores eat other animals
1009	2	330c-b2e7-f883-13e6	soup is a kind of food
1010	2	6884-ef70-63e5-81fa	cold environments are usually white in color from being covered in snow
1011	2	d583-32a9-3187-f189	a unicellular organism has one cell
1012	2	3992-7d34-e964-2e4f	the cell membrane is the membrane around the cell of all living things
1013	2	e286-2d36-370a-0d17	wildfire is when a forest catches fire
1014	2	8c3a-8bf8-70a4-5d30	prey is a kind of animal
1015	2	b6b5-6397-aa43-e453	when an electrical conductor is plugged into an outlet , a circuit is completed
1016	2	07cd-40e2-cfed-90ab	sedimentary rocks are made of small particles
1017	2	6699-e590-cde9-3908	lightning occurs during lightning storms
1018	2	6159-8c5f-9204-67b2	a body of water is a kind of land feature
1019	2	e58b-3217-6a20-dde2	a radio is a kind of electrical device
1020	2	044f-aca4-3be4-bb64	pushing is a kind of motion
1021	2	9a9a-ea53-e57f-0e23	the Colorado River is a kind of river
1022	2	fb57-e33b-b44f-8545	physical state means state of matter
1023	2	8559-8dfa-7241-515b	a hill is more rounded than a mountain
1024	2	cecf-144a-6959-4a28	as mass of a planet ; of a celestial body increases , the force of gravity on that planet will increase
1025	2	f344-9f75-ceae-9506	a scale is hard
1026	2	c4a5-aa15-26ae-c951	a sand dune is a kind of land formation
1027	2	0e9a-5a09-0c3a-2a9a	aluminum is recyclable
1028	2	e4d7-20bc-aa47-3dd9	a floodplain is a kind of land ; landform
1029	2	ee58-1bbb-62c4-2c84	ice cream is a kind of solid
1030	2	9dd0-2043-666a-aa5f	a cactus spine is a part of a cactus for protecting the cactus from animals
1031	2	bb4d-ea33-08e1-7106	iron is a kind of element
1032	2	17ff-5bac-df42-a1b4	temperature rise means temperature increase
1033	2	8b1d-776b-ee60-6646	An example of managing ; maintaining the number of something is replacing that something
1034	2	7650-49b9-49e2-621d	a pull is a kind of force
1035	2	01a2-8e37-b59a-23e3	a chick is a kind of young ; baby chicken
1036	2	abfc-b22e-6516-5cd4	ink is used for hiding from predators by octopuses
1037	2	89d2-2796-1e94-3b10	destroying a forest means cutting down the trees in that forest
1038	2	5a68-c204-4a35-9c42	a drought occurs over a period of months ; years
1039	2	7a26-9d80-a88f-94fa	kilograms ( kg ) are a unit used for measuring mass ; weight generally used for values between 1 and 50000000
1040	2	4a96-2fb6-33e3-a914	the Appalachian Mountains are a kind of mountain
1041	2	4e76-f56b-867d-34d3	annual means once per year
1042	2	1022-5edd-48da-fd5a	a wagon is a kind of vehicle
1043	2	ac73-12b7-56aa-d852	daylight is when the sun shines on a location
1044	2	8d65-5a72-dae4-fb86	a coast is where land meets the edge of a body of water
1045	2	071b-6b75-e037-a163	the formation of peat occurs at the bottom of swamps
1046	2	255c-ea3b-7584-7dc9	if an object reflects a light of a certain color then the object appears to be that color
1047	2	99b9-04cf-f952-473a	if a magnet is attracted to a metal then that magnet will stick to that metal
1048	2	5bfa-ddb1-fcd5-0079	an acorn is a kind of seed
1049	2	5a16-c4db-72e5-13ff	the muscular system is a kind of body system
1050	2	cd7c-310b-9fd0-d4d6	to absorb means to capture
1051	2	2d4d-44be-d6a6-655f	A bee is a pollinating animal
1052	2	f992-5698-76aa-c6de	a warm front is when warm air mass rises and passes over a cold air mass
1053	2	3254-8f73-9122-fec8	a cell wall provides support ; protection ; shape ; structure for a plant cell
1054	2	7f04-fd94-0d22-9ee4	a berry contains seeds
1055	2	1cf5-4c61-5764-7fcb	a mountain is taller than a hill
1056	2	c7d1-4ec6-f471-6218	a measuring cup is a kind of tool for measuring the volume of substances
1057	2	06da-24f1-4d68-fccc	planting is a kind of human action
1058	2	42a9-2b43-9373-6876	as heat is transferred from something to something else , the temperature of that something will decrease
1059	2	84ea-d95d-42c4-a8fb	an island is a kind of landform
1060	2	0857-a14d-3376-70f7	hunting requires seeing ; sensing prey
1061	2	562c-c77b-8ec7-4ab5	wind causes erosion
1062	2	3596-66e7-97d6-0e9a	a tadpole is a kind of young ; baby frog
1063	2	65bb-ee0e-f67d-f6d9	take in oxygen means get oxygen into the blood
1064	2	3e03-880a-9209-2d6c	animals live and feed in their habitats ; near their habitats
1065	2	d2f9-367f-2c90-fbcd	a gram is a kind of unit for measuring mass
1066	2	046d-7605-f4cd-1f97	flatness is a property of a surface ; the shape of an object and includes ordered values of uneven ; flat
1067	2	a4c9-298f-e5c2-eb55	protecting nature has a positive impact on the environment
1068	2	f685-05f4-46b2-1a83	heating a liquid can be used to identify that liquid 's boiling point
1069	2	59c6-0fc8-f645-a67b	a frog is a kind of aquatic animal
1070	2	b360-3f95-0ae2-4cdd	an insulator is insulated
1071	2	7dea-a87e-e497-6cef	a measuring cup is used for measuring the volume of substances
1072	2	c904-3dbd-0d11-2f34	a leaf is often green in color
1073	2	7289-5346-1246-0060	reproduction is a stage in the life cycle process
1074	2	4188-9584-ffec-75e5	layers of fat are often a part of animals that live in cold climates
1075	2	1004-3a8f-3732-df62	soil is usually part of an environment
1076	2	d28f-0727-460f-5ab6	hawks ; eagles eat snakes ; lizards
1077	2	64a0-5e98-eead-e1aa	taste is a kind of property
1078	2	329c-e273-405b-8f40	steam is hot in temperature
1079	2	eccc-ccef-2b84-af94	earthworms create tunnels in soil
1080	2	1a23-b7e4-5ac6-60c3	wind speed is a property of weather
1081	2	1788-1cd3-6a0a-82f2	a flower produces pollen and seeds
1082	2	3949-4114-a899-79d8	size ; amount means volume
1083	2	4adf-935f-2a7e-de97	one year is equal to 365 days
1084	2	4e05-518c-0615-1082	an owl is a kind of bird
1085	2	66d6-b4c3-4854-2197	crashing a car causes harm to a person
1086	2	d951-095d-6862-917c	humans cause pollution
1087	2	09a7-d167-d5dc-c71b	a pulley is used for lifting ; lowering objects
1088	2	6ace-d8ec-0ac5-9dd2	counting something usually requires seeing that something
1089	2	ac96-5db5-366c-b342	a doorbell is a kind of electric device
1090	2	0323-62a6-1a45-17a9	digestion is when stomach acid breaks down food
1091	2	e4af-0fe7-8fbf-a009	some animals move quickly to escape predators
1092	2	5d3f-973a-b9e6-a13f	endangered means low in population
1093	2	225b-9d13-f6b0-4da1	Camouflage is synonymous with visual disguise
1094	2	6bf3-1b34-7a15-0fe9	as water increases in an environment , the population of aquatic animals will increase
1095	2	3f22-c269-a38b-5f52	warning people of dangers has a positive impact on the safety of those people
1096	2	93e8-b9fd-8d3a-5601	carbohydrates are made of sugars
1097	2	dc5d-599a-9815-c89b	refraction is when light bends
1098	2	b03f-5050-0795-6e43	a flower is a source of nectar
1099	2	25c2-cd2a-8053-4695	a role in the ecosystem is a role in the food chain process
1100	2	7f24-876a-678f-6339	some light bulbs convert electricity into light and heat energy
1101	2	897e-080a-cbfa-6224	a force continually acting on an object in the same direction that the object is moving can cause that object 's speed to increase in a forward motion
1102	2	7ded-f79f-1ff4-efe2	hibernation is an inherited behavior
1103	2	12ed-f3da-04db-3ddc	an animal requires nutrients to grow and heal
1104	2	db13-7d7e-3c0b-55f1	a rocket is a kind of vehicle
1105	2	335f-491e-b6bf-7684	as altitude increases , the temperature of the air will decrease
1106	2	d8f5-21a9-4c14-b105	most predators live in ; live near the same environment as their prey
1107	2	db16-ef7b-0d18-2435	rainy means often raining
1108	2	6a9a-da2d-2dee-c5bc	a rubber band is a kind of object
1109	2	e4df-dd99-74d8-ede4	better means good
1110	2	8224-9b5f-01f9-ba94	acid can cause chemical change
1111	2	cdb8-46e7-0df7-0a20	evaporation causes amount of water to decrease
1112	2	5347-48a6-e352-a6f8	plucking ; strumming a string can cause that string to vibrate
1113	2	7dad-ddaa-4996-88bd	if a habitat is destroyed then that habitat can not support animals
1114	2	5301-3197-c9cd-25af	as the roughness of something increases , the friction of that something will increase when its surface moves against another surface
1115	2	b9b5-a8fe-7c6e-bde2	being burried under soil and mud changes peat into coal through extreme heat and pressure in a swamp over a long period of time
1116	2	1ccb-478a-9689-4e12	a piano is a kind of musical instrument
1117	2	ae70-e79a-1335-ece4	disguise means change appearance to hide
1118	2	7345-c073-962f-2597	shedding is when an animal loses hair ; fur ; skin
1119	2	8cef-917a-e2d3-335e	a shout is a kind of sound
1120	2	d57d-4cbb-11ee-2f47	An insect is a pollinating animal
1121	2	9ead-baf3-0465-3c2a	smell is a kind of sense
1122	2	3120-39a0-244c-c677	a piece of an object is smaller in size than the whole object
1123	2	af78-4cfe-072e-5e89	often humans discard appliances after using those appliances
1124	2	93d7-72a4-18fe-e1fe	if the amount of available food and water decreases in an environment then animals may leave that environment to find food and water
1125	2	8d0a-7ce6-0ab0-d9f0	a quartz is made of six-sided transparent crystals
1126	2	710f-aa1b-106c-0fef	amphibians undergo metamorphosis
1127	2	3048-dcac-daad-f832	if something performs a task then that task is that something 's function
1128	2	5009-5661-5c6a-ec21	binoculars are a kind of instrument for observing distant objects
1129	2	97d0-5256-918b-cee7	mountains are formed by earthquakes ; volcanoes ; plate tectonics
1130	2	1a4b-82df-0613-5268	approximately means about
1131	2	2d23-54ce-1de1-e3a8	waste has a negative impact on the environment
1132	2	f0a6-ff41-4499-55a5	warm up means increase temperature
1133	2	71b4-e5fc-3ed1-a1c0	a guitar is a kind of musical instrument
1134	2	94ca-8f0b-e958-f1a5	little means low in amount
1135	2	d308-2f92-6950-1fea	safety goggles are a kind of safety gear
1136	2	df02-656d-260a-04d5	water is a renewable resource
1137	2	9f6b-7d55-4edf-3f0b	usually plants store the food they produce for future use
1138	2	7a74-426d-ec77-f296	getting something increases the amount of that something
1139	2	7452-c8f0-f7ce-4dc5	lots means much
1140	2	ce2f-df98-e9c7-37ac	large canopies ; trees block sunlight from reaching the ground
1141	2	2b35-626a-8c37-2225	a frog eats insects
1142	2	52e5-9469-b294-d665	a landform is a kind of place
1143	2	10ba-91e7-e31b-c025	solution is similar to a positive impact
1144	2	5109-65f3-6c0b-cecf	flexibility is a property of a material
1145	2	5961-40f8-e1b9-e456	riding something is to move that thing over a surface
1146	2	e576-3be7-5e76-3b07	blood is a part of the circulatory system
1147	2	1c1c-9c8d-bd03-dfea	a tree frog is a kind of animal
1148	2	aab8-00f7-ef3f-7b5d	a plant cell is box-like in shape
1149	2	493d-cec9-f090-4547	fat is used to keep animals warm
1150	2	b94c-5bde-8d46-29de	a factor impacts something
1151	2	a8c3-f9b0-6fbf-1116	a stinger is used for defense ; stinging by a wasp ; a bee
1152	2	c80b-ccc9-30c6-8280	if something is powered by something else then that something requires a source of that something else
1153	2	a648-4d74-dae9-2ef2	state of matter at room temperature is a kind of physical property
1154	2	d428-62e1-fa35-44c4	winter means environmental ; outdoor temperature decreases
1155	2	2173-1dd1-fdbb-cf94	the eyes are part of the head used for seeing
1156	2	aeeb-c836-d4a0-9a0c	a pan is a kind of object
1157	2	75d4-1f81-cb21-f793	a baby is the offspring of a parent
1158	2	a0d1-5016-59b4-faaa	animal instinct means instinctive behavior
1159	2	141a-5c36-0fac-52ac	receiving sunlight is synonymous with absorbing sunlight
1160	2	3005-d180-4d74-cdb2	soup is a kind of liquid
1161	2	bfe1-0c07-3b4a-cfc2	refraction is when a wave goes through ; transmits through ; passes through a surface ; a material ; an object and travels in a different direction relative to the angle of incidence
1162	2	3879-d557-003d-491a	oil is a kind of pollutant
1163	2	38b2-29c9-81cd-f86a	a desert environment is low in availability of water
1164	2	b71d-3add-69c0-1d03	cooling means temperature decreases
1165	2	9ca1-8cf1-b7b6-526c	an invention is a kind of tool
1166	2	47eb-c4e4-e924-7160	metal is sometimes magnetic
